,alpha,beta,gamma,tau,scf_bs,nn_scf_bs
467,32.1,0.48,22.7,0.63,7.08290788,7.158276
468,37.6,0.23,30.5,0.62,4.651986989,4.622956
469,28.5,0.42,21.5,0.67,6.091420002,6.0456524
470,28.0,0.22,30.6,0.62,4.497797326,4.4110994
471,6.4,0.29,27.1,0.68,5.2125522,5.286579
472,21.8,0.24,15.2,0.6,1.83472968,1.9154643
473,33.2,0.45,20.3,0.66,6.05137605,6.0128527
474,30.3,0.29,17.2,0.64,2.832549543,2.8942132
475,21.2,0.53,22.3,0.59,7.29353846,7.379148
476,33.2,0.43,19.5,0.68,5.472079846,5.4997764
477,28.8,0.24,26.8,0.61,4.183770789,4.2716436
478,28.8,0.34,19.6,0.64,4.163762725,4.1882014
479,12.6,0.48,18.8,0.63,5.732828832,5.7437787
480,37.3,0.54,13.0,0.64,3.953172989,3.9313345
481,4.2,0.42,24.5,0.57,6.078420571,6.1541557
482,9.5,0.39,10.8,0.63,2.194468511,2.0837736
483,24.3,0.3,10.1,0.57,1.415190328,1.1685407
484,23.1,0.5,15.7,0.68,4.759027864,4.863746
485,14.9,0.54,14.0,0.65,4.396162793,4.404177
486,27.0,0.22,18.4,0.59,2.242008611,2.3272967
487,23.0,0.27,16.8,0.6,2.59952041,2.566589
488,7.3,0.31,9.3,0.56,1.29539095,1.0734458
489,6.9,0.51,18.4,0.6,5.541775065,5.472645
490,34.4,0.41,9.8,0.59,2.082428669,1.9396259
491,11.2,0.26,22.0,0.56,3.573266011,3.6326027
492,14.7,0.37,17.4,0.57,3.971943471,4.026413
493,12.7,0.37,16.7,0.56,3.717830667,3.8058112
494,17.0,0.52,9.5,0.56,2.580249382,2.3924947
495,35.4,0.24,15.1,0.94,0.811564075,1.3506327
496,26.7,0.23,16.9,0.81,0.811817657,1.6970251
497,16.7,0.37,8.9,1.0,0.780336627,0.77795666
498,29.2,0.2,19.3,0.94,1.268948368,1.2234697
499,16.9,0.34,12.4,0.97,1.563833237,1.5295975
500,11.9,0.35,9.5,0.93,0.89490115,0.87884694
501,34.7,0.21,13.0,0.93,0.655099502,0.61312926
502,13.9,0.24,17.3,0.94,1.642881875,1.5736232
503,17.4,0.53,10.6,0.97,2.605004796,2.4317815
504,37.7,0.46,14.1,0.99,3.367740494,3.396416
505,35.5,0.43,13.7,0.95,2.925124151,2.9869711
506,9.6,0.24,11.1,0.89,0.66375971,0.63637745
507,5.6,0.24,17.1,0.91,1.610309589,1.546425
508,28.6,0.23,17.4,0.89,1.602221574,1.5541741
509,16.2,0.29,11.1,0.83,0.930066036,0.9715376
510,19.7,0.24,31.5,0.98,4.630017335,4.457275
511,6.9,0.23,28.2,0.98,3.516333054,3.5138736
512,30.8,0.46,23.4,0.99,6.766740344,6.7497325
513,15.1,0.4,17.7,0.97,3.95624034,3.9476526
514,24.1,0.26,10.6,0.86,0.723587211,0.6825609
515,21.0,0.26,8.0,0.92,0.328181409,0.3557129
516,8.5,0.47,15.5,0.97,3.88591302,4.086977
517,29.2,0.25,25.8,0.94,3.628105772,3.6481297
518,34.1,0.42,18.0,0.97,4.264751698,4.3466215
519,37.1,0.36,25.6,0.97,5.972029358,5.8695545
520,25.3,0.25,15.5,0.84,1.544975218,1.6969175
521,9.0,0.3,16.1,0.9,2.268946418,2.2508295
522,7.8,0.34,24.6,0.99,4.943904584,4.9575176
523,28.9,0.44,11.7,0.89,2.461489542,2.3076327
524,20.4,0.27,10.1,0.8,0.723617606,0.6947597
525,19.7,0.33,10.2,0.81,1.137214176,1.0207642
526,14.1,0.2,9.4,0.84,0.246027033,0.12388476
527,23.4,0.25,15.2,0.82,1.522901844,1.670945
528,37.5,0.41,21.1,0.99,5.310499883,5.15632
529,7.5,0.22,20.0,0.86,2.008992357,1.9684411
530,5.0,0.35,29.7,0.95,6.565244449,6.52204
531,11.5,0.33,8.8,0.76,0.810496111,0.81724995
532,11.4,0.48,20.3,0.96,5.889293161,5.8931985
533,7.5,0.34,9.8,0.78,1.11377121,1.0002126
534,14.4,0.26,23.6,0.9,3.493133018,3.4633224
535,27.9,0.3,24.2,0.88,4.377727277,4.492344
536,12.7,0.52,23.2,0.93,7.79645135,7.6325254
537,38.9,0.39,29.3,0.85,8.030174605,8.162381
538,22.0,0.25,14.1,0.76,1.427074811,1.5146855
539,18.5,0.47,11.0,0.82,2.586377211,2.4235992
540,4.6,0.33,29.0,0.88,6.053561627,6.0719194
541,11.9,0.3,11.7,0.74,1.416109701,1.3229777
542,31.6,0.24,29.1,0.83,4.473461807,4.2647605
543,5.4,0.41,30.5,0.9,8.111790526,8.036878
544,4.3,0.35,30.6,0.87,6.898220346,6.8117905
545,19.4,0.35,15.4,0.81,2.89286103,2.9334202
546,20.3,0.32,15.2,0.77,2.473640381,2.5786343
547,32.9,0.25,13.9,0.62,1.422793089,1.6878676
548,17.2,0.54,22.2,0.91,7.806550048,7.658367
549,11.3,0.54,24.3,0.9,8.435852976,8.254799
550,12.9,0.39,24.0,0.83,6.224378635,6.1253924
551,5.8,0.38,29.1,0.86,7.206185745,7.25654
552,9.5,0.22,10.3,0.67,0.644415346,0.42389637
553,19.8,0.41,10.8,0.77,2.097698498,1.9178324
554,32.5,0.48,21.4,0.86,6.619702246,6.7431154
555,34.0,0.3,23.7,0.8,4.412399716,4.525458
556,25.0,0.51,22.5,0.86,7.478016447,7.5280576
557,31.6,0.35,25.7,0.81,6.134002566,6.020921
558,7.8,0.21,26.2,0.79,3.078314069,3.161836
559,39.2,0.48,11.7,0.76,2.923080378,2.9165447
560,4.6,0.42,13.9,0.82,2.943928692,3.143542
561,38.2,0.54,23.0,0.87,8.170695371,8.115346
562,17.1,0.38,29.7,0.79,8.163229915,8.214186
563,37.1,0.28,17.8,0.75,2.679703551,2.8514798
564,33.8,0.31,19.0,0.77,3.388976211,3.4841235
565,37.8,0.49,16.5,0.81,4.835889261,5.167812
566,8.4,0.39,22.0,0.82,5.414703329,5.367098
567,24.4,0.27,29.0,0.74,5.271811703,5.3878007
568,5.3,0.39,18.1,0.83,3.941201356,4.0888953
569,26.1,0.46,23.3,0.81,7.298393097,7.312082
570,21.6,0.45,13.4,0.76,3.376892157,3.5094087
571,30.6,0.5,24.1,0.81,8.167101669,8.156056
572,30.0,0.24,29.3,0.71,4.603234731,4.617896
573,24.1,0.44,26.9,0.74,8.412506927,8.4114685
574,30.2,0.43,25.7,0.77,7.747154669,7.869749
575,19.5,0.27,11.9,0.66,1.385577489,1.2457969
576,17.0,0.29,23.1,0.74,4.22963799,4.257044
577,30.4,0.47,26.8,0.71,8.627219527,8.674516
578,37.6,0.45,11.5,0.71,2.688447841,2.6849356
579,15.5,0.41,24.9,0.76,7.063444229,7.1462045
580,4.4,0.41,14.6,0.76,3.071112615,3.2959466
581,38.6,0.32,18.3,0.75,3.460090176,3.460836
582,17.7,0.24,8.2,0.62,0.575921125,0.38052696
583,37.9,0.3,13.2,0.67,1.936456928,1.9525603
584,29.3,0.46,28.3,0.63,8.842052417,9.061736
